"OBJECTID","FIPS","FIPS_1","EDU1","EDU1_Z","EDU2","EDU2_Z","EDU3","EDU3_Z","EDU4","EDU4_Z","EDU5","EDU5_Z","EDU6","EDU5_Z1","EDU6_Z","EDU7","EDU7_Z","EDU_COMP","EDU_RANK","EE1","EE1_Z","EE2","EE2_Z","EE3","EE3_Z","EE4","EE4_Z","EE_COMP","EE_RANK","N1","N1_Z","N2","N2_Z","N3","N3_Z","N4","N4_Z","N5","N5_Z","N6","N6_Z","N_COMP","N_RANK","COMP","COMP_RANK","COMP_OPP"
59,26163543400,26163543400,58.759843,-1.54033,5.91716,-0.007779,19.230769,-0.513483,52.141724,-0.235005,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.85398,1,2.526799,0.395649,33864,-0.741441,24.175824,-0.819925,-26.856605,-0.648453,-0.453542,2,10.24055,0.255882,90800,-0.633539,59.954058,-0.4947,33.8146,-1.00498,-19.281847,-0.038211,8.702703,-0.031045,-0.324432,2,-0.543985,2,"Low"
60,26163543500,26163543500,47.375691,-1.0397,24,-1.89251,43.555556,-2.46671,23.755869,-1.90705,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.569605,1,17.719569,-2.91567,12330,-1.5379,56.283422,-3.93792,-26.970101,-0.658146,-2.262409,1,27.323628,-1.21791,73100,-0.846999,28.35131,-1.96299,60.1278,-2.65839,-41.180013,-0.051984,17.082141,-0.252834,-1.165185,1,-1.665733,1,"Very Low"
61,26163543600,26163543600,91.015625,-2.95882,16.428571,-1.10336,32.142857,-1.5503,45.649718,-0.617411,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.415879,1,11.484099,-1.55663,20197,-1.24693,22.699387,-0.676547,-25.000078,-0.489901,-0.992502,1,43.512974,-2.6146,55400,-1.06046,61.130742,-0.44003,58.1191,-2.53217,-48.492018,-0.056583,17.899199,-0.27446,-1.163051,1,-1.190477,1,"Very Low"
62,26163543700,26163543700,43.607306,-0.873982,0,0.608952,11.340206,0.120112,38.503507,-1.03835,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.694933,2,23.259259,-4.12307,25630,-1.04599,31.521739,-1.53329,-25.708776,-0.550426,-1.813194,1,40.580986,-2.36165,58400,-1.02428,32.444444,-1.77282,44.2422,-1.66021,-23.155729,-0.040648,14.562002,-0.18613,-1.17429,1,-1.227472,1,"Very Low"
63,26163543800,26163543800,100,-3.35391,5.882353,-0.004151,0,1.030708,33.397313,-1.33913,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.049678,1,3.712871,0.137141,18804,-1.29845,55.802469,-3.89122,-25.000078,-0.489901,-1.385608,1,47.051114,-2.91984,75800,-0.814437,44.059406,-1.23318,69.5198,-3.24855,-49.302052,-0.057092,25.989446,-0.488595,-1.460282,1,-1.298523,1,"Very Low"
64,26163543900,26163543900,50.925926,-1.19583,27.472527,-2.25444,21.978022,-0.734082,25.508607,-1.80381,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.381347,1,12.972973,-1.88113,27222,-0.987103,39.348371,-2.29335,-25.65079,-0.545473,-1.426764,1,44.527736,-2.70214,80000,-0.763786,28.648649,-1.94917,46.1454,-1.7798,-39.988217,-0.051235,35.10101,-0.729762,-1.329315,1,-1.379142,1,"Very Low"
65,26163544300,26163544300,68.516984,-1.96941,5.924171,-0.00851,0,1.030708,45.703125,-0.614265,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.748963,1,3.510274,0.181298,25000,-1.06929,32.898172,-1.66696,-30.34563,-0.946423,-0.875344,1,17.630465,-0.381661,72600,-0.853028,51.027397,-0.909439,53.7628,-2.25844,-24.038529,-0.041203,16.807339,-0.245561,-0.781555,1,-0.801954,1,"Very Low"
66,26163545400,26163545400,56.923077,-1.45956,0,0.608952,0,1.030708,34.339623,-1.28362,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.683541,2,23.308271,-4.13375,12903,-1.51671,26.199262,-1.01642,-14.436988,0.412211,-1.563667,1,25.698324,-1.07769,72400,-0.85544,12.030075,-2.72129,56.8027,-2.44946,1.393898,-0.025207,52.211127,-1.18264,-1.385288,1,-1.210832,1,"Very Low"
67,26163545900,26163545900,45.263158,-0.9468,8.080808,-0.233291,5.555556,0.584608,39.08046,-1.00437,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.754445,1,6.730066,-0.520468,34799,-0.706859,22.395833,-0.647069,-17.43159,0.156465,-0.429483,2,26.028139,-1.10614,73600,-0.840969,66.349671,-0.197555,35.2969,-1.09812,-13.376978,-0.034498,6.968476,0.014857,-0.543737,2,-0.575888,2,"Low"
68,26163546400,26163546400,44.42446,-0.909918,0,0.608952,11.594203,0.099717,40.286832,-0.933307,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.687974,2,20.773931,-3.58138,27739,-0.967981,28.524046,-1.24219,-28.950862,-0.827307,-1.654715,1,20.550162,-0.633549,66400,-0.9278,49.898167,-0.961904,35.6183,-1.11832,-26.072995,-0.042483,27.687075,-0.533528,-0.702931,1,-1.015206,1,"Very Low"
69,26163546600,26163546600,32.481752,-0.384724,8.666667,-0.294354,15.333333,-0.200527,53.702197,-0.143087,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.671994,2,15.138282,-2.35307,35375,-0.685555,21.274602,-0.538185,-16.926951,0.199562,-0.844312,1,34.321224,-1.82161,81700,-0.743284,51.965066,-0.865875,22.4926,-0.293555,-22.599889,-0.040298,13.711968,-0.163632,-0.654709,1,-0.723672,1,"Very Low"
70,26163552300,26163552300,67.711599,-1.934,11.188811,-0.557231,20.979021,-0.653864,31.356322,-1.45935,43.153619,-1.142791,26.496883,-1.142791,-0.484144,88.2494,-1.545217,-1.110942,1,13.096271,-1.90801,23693,-1.11763,25.034674,-0.903329,-24.303076,-0.430376,-1.089836,1,23.894389,-0.922062,64200,-0.954331,43.191674,-1.27349,50.7605,-2.06979,-4.316738,-0.028799,10.364304,-0.075025,-0.887249,1,-1.029343,1,"Very Low"
71,26163553200,26163553200,88.435374,-2.84535,24.390244,-1.93318,0,1.030708,44.038462,-0.712321,29.233333,-1.969531,7.713846,-1.969531,-1.429477,72.182821,-0.901259,-1.251487,1,10.297483,-1.298,15688,-1.4137,15.608466,0.012059,-20.8592,-0.136261,-0.708975,1,39.13649,-2.23703,62500,-0.974833,38.443936,-1.49408,77.5862,-3.75541,-48.013743,-0.056282,47.205882,-1.05016,-1.594633,1,-1.185032,1,"Very Low"
72,26163553800,26163553800,50.578512,-1.18055,11.428571,-0.58222,18.857143,-0.483482,44.08867,-0.709363,29.233333,-1.969531,7.713846,-1.969531,-1.429477,72.182821,-0.901259,-1.036554,1,3.125,0.265269,25429,-1.05342,16.585366,-0.082808,-22.22393,-0.252812,-0.280943,2,46.619842,-2.88263,55100,-1.06408,55.592105,-0.69736,44.5344,-1.67857,-38.841277,-0.050513,16.945851,-0.249227,-1.10373,1,-0.807076,1,"Very Low"
73,26163521400,26163521400,58.933333,-1.54796,8.695652,-0.297375,0,1.030708,44.763092,-0.669637,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.737933,1,9.161793,-1.05047,33932,-0.738926,24.253076,-0.827427,-24.17842,-0.41973,-0.759138,1,20.093458,-0.594148,138900,-0.05346,39.766082,-1.43265,38.0151,-1.26892,-5.428761,-0.029499,26.576955,-0.504145,-0.647137,1,-0.714736,1,"Very Low"
74,26163521500,26163521500,48.8,-1.10234,0,0.608952,0,1.030708,51.157663,-0.29297,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.490988,2,8.19398,-0.839533,22330,-1.16804,28.518057,-1.2416,-21.360536,-0.179076,-0.857062,1,39.165819,-2.23956,36700,-1.28598,21.906355,-2.26243,36.0062,-1.14269,-13.63823,-0.034662,13.277778,-0.152139,-1.186243,1,-0.844764,1,"Very Low"
75,26163521800,26163521800,40.594059,-0.741472,0,0.608952,0,1.030708,47.41533,-0.513409,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.470926,2,5.702648,-0.296538,11996,-1.55025,28.899083,-1.27861,-23.366546,-0.350394,-0.868948,1,19.771242,-0.56635,0,0,10.794297,-2.7787,43.1287,-1.59024,494.865207,0.28516,55.291577,-1.26417,-0.985717,1,-0.775197,1,"Very Low"
76,26163521900,26163521900,60.969977,-1.63753,0,0.608952,0,1.030708,54.168998,-0.11559,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.542103,2,6.956522,-0.569825,24375,-1.0924,14.974055,0.073667,-23.054444,-0.32374,-0.478074,2,26.423544,-1.14026,121700,-0.26089,27.478261,-2.00355,41.1043,-1.46304,-7.302851,-0.030677,15.695067,-0.216121,-0.852423,1,-0.6242,2,"Low"
77,26163522100,26163522100,84.353741,-2.66585,0,0.608952,9.009009,0.307303,22.595078,-1.97543,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.058041,1,3.107345,0.269118,14868,-1.44403,46.101695,-2.94917,-22.58827,-0.283927,-1.102002,1,42.995169,-2.56992,52900,-1.09061,47.457627,-1.07529,57.3834,-2.48595,-48.792161,-0.056772,20.166074,-0.33446,-1.268834,1,-1.142959,1,"Very Low"
78,26163522200,26163522200,90.566038,-2.93904,0,0.608952,0,1.030708,36.77686,-1.14006,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.874386,1,0,0.946375,19483,-1.27334,35.087719,-1.87959,-19.935349,-0.057362,-0.565979,2,47.096774,-2.92378,54000,-1.07734,54.878049,-0.730535,46.5704,-1.8065,-50.652785,-0.057942,40.608604,-0.875538,-1.245273,1,-0.895213,1,"Very Low"
79,26163522300,26163522300,86.666667,-2.76757,0,0.608952,0,1.030708,36.298077,-1.16826,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.853919,1,17.816092,-2.93671,11824,-1.55662,25.187406,-0.918161,-22.563677,-0.281827,-1.42333,1,39.457203,-2.2647,44700,-1.1895,22.413793,-2.23885,60.6717,-2.69257,-38.373007,-0.050219,20.289079,-0.337716,-1.462259,1,-1.246503,1,"Very Low"
80,26163522400,26163522400,92.333333,-3.01676,26.315789,-2.13388,0,1.030708,41.22807,-0.877865,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.239866,1,10.645724,-1.3739,13503,-1.49452,20,-0.414407,-23.027657,-0.321452,-0.90107,1,24.406332,-0.966228,55200,-1.06287,10.122164,-2.80993,61.2737,-2.7304,-29.011507,-0.044331,30.684327,-0.61286,-1.371103,1,-1.17068,1,"Very Low"
81,26163522500,26163522500,84.722222,-2.68206,34.482759,-2.9851,0,1.030708,40.935673,-0.895088,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.316115,1,8.985201,-1.01198,9347,-1.64823,24.726135,-0.873366,-23.45475,-0.357927,-0.972876,1,37.142857,-2.06503,47100,-1.16055,3.59408,-3.11323,67.4403,-3.11788,-55.295836,-0.060862,17.809571,-0.272088,-1.631607,1,-1.306866,1,"Very Low"
82,26163523100,26163523100,36.54321,-0.563331,0,0.608952,18.518519,-0.456291,7.428571,-2.8688,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.994391,1,23.762376,-4.23272,29167,-0.915165,29.421488,-1.32934,-10.565272,0.742864,-1.43359,1,22.007722,-0.759295,44600,-1.1907,56.188119,-0.669668,26.8085,-0.564748,-18.073413,-0.037451,24.154589,-0.440029,-0.610315,1,-1.012765,1,"Very Low"
83,26163523300,26163523300,64.654418,-1.79955,9.285714,-0.358876,0,1.030708,12.665862,-2.5603,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.052755,1,13.882863,-2.07945,20147,-1.24878,17.477097,-0.169405,-7.377319,1.015122,-0.620628,1,29.618321,-1.41588,54000,-1.07734,36.117137,-1.60218,45.003,-1.70801,-15.216676,-0.035655,13.865667,-0.1677,-1.001127,1,-0.891503,1,"Very Low"
84,26163523800,26163523800,42.933907,-0.844369,14.215686,-0.872715,28.676471,-1.27195,10.878324,-2.66559,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.333698,1,10.517666,-1.34599,31046,-0.845668,25.611511,-0.959346,-19.00073,0.022457,-0.782137,1,26.331719,-1.13233,59600,-1.00981,51.273624,-0.898,32.7562,-0.938476,-18.446241,-0.037686,7.662168,-0.003504,-0.669968,1,-0.928601,1,"Very Low"
85,26163524000,26163524000,48.424289,-1.08581,35.769231,-3.11919,15.769231,-0.235529,26.881134,-1.72296,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.406393,1,16.839677,-2.72389,29716,-0.89486,20.816653,-0.493713,-16.600564,0.227436,-0.971257,1,28.759244,-1.34176,54700,-1.0689,43.137255,-1.27602,38.3141,-1.28771,-11.219665,-0.033141,16.540612,-0.238501,-0.874339,1,-1.083996,1,"Very Low"
86,26163524100,26163524100,41.848234,-0.796625,28.823529,-2.39525,27.058824,-1.14206,21.90843,-2.01587,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.43301,1,5.653451,-0.285816,25977,-1.03315,15.543071,0.01841,-14.356117,0.419117,-0.22036,2,24.164811,-0.945391,64600,-0.949507,45.741557,-1.15502,34.2899,-1.03485,-19.488832,-0.038342,8.910228,-0.036538,-0.693275,1,-0.782215,1,"Very Low"
87,26163524200,26163524200,61.179625,-1.64674,33.512064,-2.88393,12.064343,0.061966,16.512821,-2.3337,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.497667,1,11.655172,-1.59391,30550,-0.864013,23.171307,-0.722376,-17.242743,0.172593,-0.751927,1,28.571429,-1.32556,67000,-0.920564,44.965517,-1.19108,44.5262,-1.67805,-13.406087,-0.034516,9.063981,-0.040608,-0.865063,1,-1.038219,1,"Very Low"
88,26163524300,26163524300,50.243902,-1.16583,14.43299,-0.895364,5.154639,0.616801,17.314022,-2.2865,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.05888,1,20.04662,-3.42286,25978,-1.03311,17.583408,-0.179729,-19.098391,0.014116,-1.155396,1,22.702703,-0.819252,57900,-1.03031,46.620047,-1.11421,37.8904,-1.26109,-13.05582,-0.034296,18.491009,-0.290124,-0.758214,1,-0.99083,1,"Very Low"
89,26163524700,26163524700,30.308219,-0.28914,12.106538,-0.652883,16.949153,-0.330274,35.890653,-1.19226,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.877974,1,4.481793,-0.030449,31626,-0.824216,34.184397,-1.79187,-30.638284,-0.971417,-0.904488,1,18.567518,-0.462502,67500,-0.914534,69.131653,-0.068302,22.9186,-0.320323,-21.065518,-0.039333,7.372654,0.004159,-0.300139,2,-0.6942,1,"Very Low"
90,26163524800,26163524800,59.324759,-1.56517,11.184211,-0.556751,18.092105,-0.422051,44.094488,-0.709021,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.990608,1,8.641975,-0.937176,24773,-1.07768,32.49497,-1.62781,-13.409276,0.49998,-0.785672,1,20.421053,-0.62241,58200,-1.02669,64.814815,-0.268865,41.3029,-1.47552,-22.948301,-0.040517,10.762332,-0.08556,-0.586594,1,-0.787624,1,"Very Low"
91,26163524900,26163524900,44.098361,-0.895577,18.823529,-1.35298,8.823529,0.322196,22.723795,-1.96784,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.082209,1,18.99529,-3.19372,26639,-1.00867,27.549947,-1.14759,-9.398823,0.842481,-1.126875,1,18.542199,-0.460318,41600,-1.22688,60.43956,-0.472143,32.1134,-0.898085,-24.412877,-0.041439,25.961538,-0.487856,-0.597787,1,-0.935624,1,"Very Low"
92,26163525000,26163525000,70.454545,-2.05462,6.024096,-0.018925,0,1.030708,14.965197,-2.42486,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.02128,1,13.513514,-1.99895,25524,-1.04991,23.224568,-0.727548,-22.359592,-0.264398,-1.010201,1,32.279534,-1.64546,67800,-0.910916,45.945946,-1.14553,52.5952,-2.18508,-45.488472,-0.054694,33.560091,-0.688976,-1.105109,1,-1.04553,1,"Very Low"
93,26163525500,26163525500,36.654804,-0.568238,0,0.608952,9.302326,0.28375,32.48227,-1.39303,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.678547,2,10.263158,-1.29052,29138,-0.916238,11.622276,0.399162,-10.565272,0.742864,-0.266183,2,36.666667,-2.02395,70300,-0.880766,52.631579,-0.834908,33.6822,-0.996662,-30.899208,-0.045518,31.289199,-0.62887,-0.901779,1,-0.615503,2,"Low"
94,26163525600,26163525600,71.777778,-2.11281,15.044248,-0.959074,19.469027,-0.532615,14.0625,-2.47803,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.394828,1,7.614213,-0.713171,15000,-1.43915,16.611842,-0.08538,-10.565272,0.742864,-0.373709,2,41.62963,-2.45212,55600,-1.05805,30.964467,-1.84158,44.7084,-1.6895,-26.165359,-0.042541,17.35626,-0.26009,-1.22398,1,-0.997506,1,"Very Low"
95,26163525700,26163525700,36.335404,-0.554192,19.80198,-1.45496,2.970297,0.792199,20.534676,-2.09679,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.999287,1,8.417508,-0.888252,27910,-0.961657,18.275058,-0.246896,-18.892615,0.03169,-0.516279,2,25.972084,-1.10131,48900,-1.13885,54.208754,-0.761631,29.3519,-0.724564,-6.986615,-0.030478,10.011325,-0.065682,-0.637086,1,-0.71755,1,"Very Low"
96,26163526000,26163526000,48.67408,-1.0968,73.134328,-7.01366,17.910448,-0.407464,20.351391,-2.10759,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-2.043825,1,6.992231,-0.577608,30707,-0.858206,18.352941,-0.254459,-22.034161,-0.236605,-0.48172,2,22.461274,-0.798424,54900,-1.06649,43.618202,-1.25368,43.9272,-1.64042,-10.137155,-0.03246,14.595327,-0.187013,-0.829748,1,-1.118431,1,"Very Low"
97,26163526100,26163526100,51.094891,-1.20326,34.38914,-2.97534,18.552036,-0.458983,24.046076,-1.88996,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.458401,1,7.081807,-0.597131,27057,-0.993206,21.108179,-0.522023,-20.998936,-0.148195,-0.565139,2,13.607595,-0.034599,69600,-0.889208,48.840049,-1.01107,43.8258,-1.63404,-7.511039,-0.030808,15.149073,-0.201669,-0.633566,1,-0.885702,1,"Very Low"
98,26163526200,26163526200,52.995008,-1.28682,38.285714,-3.38148,33.714286,-1.67648,18.131868,-2.23833,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.752053,1,8.047493,-0.807606,30682,-0.859131,26.175869,-1.01415,-22.789468,-0.30111,-0.745499,1,33.741259,-1.77157,53900,-1.07855,57.255937,-0.620057,46.3036,-1.78974,-11.319972,-0.033204,13.475434,-0.157371,-0.908415,1,-1.135323,1,"Very Low"
99,26163526400,26163526400,48.387097,-1.08418,0,0.608952,0,1.030708,25.463918,-1.80644,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.704603,2,9.9631,-1.22512,26179,-1.02568,33.594976,-1.73463,-22.149612,-0.246465,-1.057974,1,20.527859,-0.631624,46700,-1.16538,46.863469,-1.1029,42.7507,-1.56649,-27.448412,-0.043348,36.748893,-0.773378,-0.88052,1,-0.881032,1,"Very Low"
100,26163526500,26163526500,66.898955,-1.89826,16.455696,-1.10619,26.582278,-1.10379,29.829756,-1.54927,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.334111,1,19.433719,-3.28928,19178,-1.28462,35.546875,-1.92418,-20.347391,-0.092551,-1.647658,1,45.35865,-2.77383,51900,-1.10267,56.499356,-0.655208,49.6791,-2.00184,-30.227059,-0.045095,10.457256,-0.077485,-1.109355,1,-1.363708,1,"Very Low"
101,26163527200,26163527200,33.453237,-0.427446,12.727273,-0.717581,18.181818,-0.429255,28.251121,-1.64226,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.985401,1,2.320186,0.440682,22461,-1.16319,22.897196,-0.695756,-8.360144,0.931187,-0.121769,2,45.373891,-2.77514,34100,-1.31733,63.573086,-0.326557,34.3842,-1.04077,-41.636075,-0.052271,17.928287,-0.27523,-0.96455,1,-0.690573,1,"Very Low"
102,26163527300,26163527300,56.153846,-1.42573,0,0.608952,12.280702,0.044593,37.15847,-1.11758,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.795861,1,10.726644,-1.39154,18474,-1.31066,27.056277,-1.09965,-8.230657,0.942245,-0.714901,1,39.029536,-2.2278,51800,-1.10387,41.349481,-1.35908,55.6042,-2.37415,-40.868288,-0.051788,28.33217,-0.550602,-1.277882,1,-0.929548,1,"Very Low"
103,26163530100,26163530100,49.573864,-1.13637,20.833333,-1.56246,8.333333,0.361558,49.637074,-0.382539,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.914439,1,8.069164,-0.812329,23804,-1.11352,39.362699,-2.29474,-20.915405,-0.141061,-1.090412,1,39.406286,-2.2603,53400,-1.08458,55.907781,-0.682693,39.3209,-1.35097,-27.320771,-0.043267,11.801446,-0.113063,-0.922479,1,-0.975777,1,"Very Low"
104,26163530300,26163530300,77.256318,-2.35374,12.068966,-0.648967,22.126437,-0.746,33.970276,-1.30538,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.247907,1,16.89441,-2.73582,17276,-1.35497,33.398058,-1.71551,-23.37208,-0.350866,-1.539292,1,23.333333,-0.873658,73300,-0.844587,40.372671,-1.40447,57.5145,-2.49418,-32.429592,-0.046481,18.114241,-0.280152,-0.990588,1,-1.259262,1,"Very Low"
105,26163530400,26163530400,55.696203,-1.40561,8.849558,-0.313416,16.814159,-0.319435,53.732809,-0.141284,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.837287,1,11.661808,-1.59536,35000,-0.699425,25.986395,-0.995751,-23.278067,-0.342838,-0.908343,1,36.657433,-2.02315,63000,-0.968803,51.603499,-0.882673,31.1143,-0.835306,-24.611841,-0.041564,14.661848,-0.188773,-0.823378,1,-0.856336,1,"Very Low"
106,26163530500,26163530500,32.056452,-0.366021,17.112299,-1.17462,31.016043,-1.45982,55.222969,-0.053507,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.962176,1,15.981199,-2.53679,32560,-0.789671,25.230769,-0.922372,-6.228666,1.11322,-0.783903,1,31.756215,-1.60032,94100,-0.593742,51.351351,-0.894388,35.966,-1.14017,-22.804698,-0.040427,19.242902,-0.310026,-0.763179,1,-0.836419,1,"Very Low"
107,26163530800,26163530800,70.588235,-2.0605,19.879518,-1.46304,40.361446,-2.21023,32.491228,-1.3925,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.543933,1,18.4573,-3.07646,17870,-1.333,38.619677,-2.22258,-11.081673,0.698762,-1.483319,1,49.513213,-3.13225,52100,-1.10026,37.465565,-1.53953,54.5,-2.30477,-39.572329,-0.050973,11.446221,-0.103661,-1.371907,1,-1.466387,1,"Very Low"
108,26163531100,26163531100,55.776892,-1.40915,0,0,0,0,21.657754,-2.03064,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.017293,1,13.644524,-2.0275,16135,-1.39717,24.829157,-0.883371,-19.976729,-0.060896,-1.092234,1,44.742063,-2.72063,89800,-0.645599,26.391382,-2.05405,43.7383,-1.62855,-17.150567,-0.036871,29.294191,-0.576065,-1.276961,1,-1.128829,1,"Very Low"
109,26163531200,26163531200,17.184644,0.287984,8.536585,-0.280796,13.414634,-0.04646,52.164009,-0.233692,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-0.56489,2,7.683864,-0.728352,42561,-0.419772,21.093203,-0.520569,-22.219601,-0.252442,-0.480284,2,25.995126,-1.1033,82900,-0.728812,93.084523,1.044567,13.7384,0.256523,-26.916508,-0.043013,14.548073,-0.185762,-0.126633,2,-0.390602,2,"Low"
110,26163531400,26163531400,60.462555,-1.61521,37.823834,-3.33333,15.544041,-0.217447,42.771084,-0.786975,40.392939,-1.306751,13.108205,-1.306751,-1.157984,80.048737,-1.216529,-1.376318,1,12.012012,-1.67169,28125,-0.953705,34.37877,-1.81074,-24.4089,-0.439413,-1.218887,1,36.328872,-1.99481,62000,-0.980863,51.801802,-0.87346,42.2089,-1.53244,-22.945573,-0.040516,12.436762,-0.129879,-0.925328,1,-1.173511,1,"Very Low"
