OBJECTID,FIPS,NAMELSAD10,Childhood Poverty,High School Dropout Rate,"Persons 16-19 No HS Diploma, Unemployed",High school Completion,"Reading, School proficiency rates of three nearest in-district primary schools","Math, School proficiency rates of three nearest in-district primary schools",Percent of students receiving free or reduced price lunches,Percent of households receiving a form of public assistance,Median Household Income,Unemployment Rate,Change in jobs within a 5 mile radius,Vacant Property,Property Values,Homeownership rates,Poverty Rates,Percent change in population from 2000-2010.,Kirwan Opportunity Index,Kirwan Opportunity Index Ordinal Categories
1158,26163561600,Census Tract 5616,6.043956,12.429379,0,70.824524,82.367185,64.285091,16.303302,0,59083,6.863219,-16.179968,9.346299,202900,62.216925,4.256966,-5.478402,0.562859,Very High
1159,26163567202,Census Tract 5672.02,51.005747,18.473896,12.449799,59.862507,77.857014,60.28419,21.540984,2.022654,40625,17.744063,-14.87167,11.524696,130700,52.508091,29.5953,-20.688417,-0.026696,Moderate
1160,26163567300,Census Tract 5673,17.573222,9.411765,6.666667,56.30355,77.857014,60.28419,21.540984,2.109705,52530,10.503018,-14.771827,5.577689,123600,77.21519,13.3553,-6.014278,0.345834,High
1161,26163567400,Census Tract 5674,7.219251,5.825243,6.796117,48.550411,77.857014,60.28419,21.540984,0,53882,11.746758,-19.116439,4.748796,125000,78.034682,3.209459,-10.194747,0.405613,High
1162,26163567900,Census Tract 5679,13.425129,4.313725,27.058824,48.538622,55.156282,30.598171,61.513739,1.230228,48971,11.794547,-14.276815,14.242653,106500,85.061511,7.095588,-5.875179,0.053892,Moderate
1163,26163568200,Census Tract 5682,8.633094,0,14.344262,48.789174,55.156282,30.598171,61.513739,1.303155,60000,10.834486,-15.802677,7.721519,123600,89.09465,6.374502,-5.822658,0.219721,Moderate
1164,26163568300,Census Tract 5683,22.415796,15.789474,33.684211,38.931834,55.156282,30.598171,61.513739,3.882915,39609,20.31651,-15.268861,15.667506,111400,55.436081,17.7212,0.006752,-0.345067,Low
1165,26163568400,Census Tract 5684,17.5,1.530612,18.877551,49.357326,55.156282,30.598171,61.513739,0.991408,57314,15.740741,-14.044448,1.817002,112100,89.094514,11.5715,-1.384006,0.14958,Moderate
1166,26163568700,Census Tract 5687,19.230769,8.62069,0,49.360421,55.156282,30.598171,61.513739,6.05364,45550,8.221386,-15.595041,10.799727,100300,72.720307,17.0072,5.701833,-0.00717,Moderate
1167,26163568800,Census Tract 5688,47.52322,25.084746,21.016949,47.233468,55.156282,30.598171,61.513739,4.927691,28555,16.514642,-20.881713,13.883764,147200,5.677558,30.3412,8.053362,-0.577553,Low
1168,26163568900,Census Tract 5689,10.732538,0,16.935484,44.25,55.156282,30.598171,61.513739,1.40264,45216,8.681409,-15.544465,7.902736,110000,91.666667,7.320644,-14.824793,0.162105,Moderate
1169,26163569200,Census Tract 5692,3.046595,4.268293,31.097561,45.243363,56.3,23.4,44.870975,0.818182,45978,12.391931,-15.752498,7.872697,97800,69.454545,5.102848,-8.231077,0.047068,Moderate
1170,26163569300,Census Tract 5693,3.303685,20.603015,9.547739,49.659864,56.3,23.4,44.870975,1.848049,50580,10.367171,-15.165372,9.254658,114600,78.850103,6.956763,-4.993643,0.099193,Moderate
1171,26163569500,Census Tract 5695,13.772455,0,4.276316,50.798557,56.3,23.4,44.870975,0.963391,70603,4.963235,-14.961886,0,121200,93.834297,7.616361,-14.769855,0.409362,High
1172,26163569600,Census Tract 5696,18.199609,4.705882,7.647059,37.353772,56.3,23.4,44.870975,2.281369,57125,12.413055,-14.961886,2.30312,108200,87.756654,10.3769,-9.512659,0.156632,Moderate
1173,26163569700,Census Tract 5697,5.523256,0,34.020619,49.160839,56.3,23.4,44.870975,0,52193,19.243558,-15.718404,3.513996,111100,87.530864,8.396947,-4.743414,0.107413,Moderate
1174,26163569900,Census Tract 5699,1.661631,6.097561,10.97561,45.221191,56.3,23.4,44.870975,1.912261,51681,9.919767,-15.636659,3.159041,114700,80.427447,7.997038,-10.772838,0.186329,Moderate
1175,26163570100,Census Tract 5701,35.108959,0,0,62.717926,40.133333,12.821368,68.253359,3.804035,28884,7.878788,-17.513298,16.666667,97300,32.391931,20.5785,-12.24309,-0.219408,Low
1176,26163570200,Census Tract 5702,23.356401,0,20.37037,40.814019,55.156282,30.598171,61.513739,2.074689,35488,20.194004,-16.665091,17.253219,86800,74.585062,20.145,-11.481125,-0.177535,Low
1177,26163570400,Census Tract 5704,54.891864,5.12091,3.129445,42.357019,67.8,25.2,74.515141,8.311553,25875,31.590534,-15.604165,23.845541,75300,47.516989,37.8524,-12.76801,-0.599242,Low
1178,26163570500,Census Tract 5705,41.133455,0,19.86456,46.288014,67.8,25.2,74.515141,8.013245,30000,27.420362,-15.595041,8.816425,68300,51.92053,33.3509,-11.667271,-0.451662,Low
1179,26163570800,Census Tract 5708,55.5,8.415842,4.950495,49.874055,67.8,25.2,74.515141,9.302326,28814,31.956155,-38.977614,24.966443,73800,57.781753,33.7536,-22.130297,-0.746976,Very Low
1180,26163571000,Census Tract 5710,51.983003,11.875,4.375,37.931034,40.133333,12.821368,68.253359,7.852194,26833,29.111338,-16.75597,22.54025,55800,73.210162,36.7803,-18.640569,-0.653772,Very Low
1181,26163571500,Census Tract 5715,18.508026,28.061224,1.530612,61.387632,58.215486,41.171097,64.923975,4.506699,45565,8.986175,-17.073275,3.80785,113400,71.619976,13.149,10.925603,0.022303,Moderate
1182,26163571600,Census Tract 5716,3.968254,0,6.976744,42.076992,58.215486,41.171097,64.923975,0.70028,42849,15.797788,-17.61519,6.422018,111200,67.086835,10.2529,0.712908,0.095405,Moderate
1183,26163571800,Census Tract 5718,21.535181,0,0,58.0373,60.249302,41.950583,57.361319,2.039275,50542,10.031153,-21.310778,0,122500,78.47432,13.2926,0.733536,0.235965,Moderate
1184,26163571900,Census Tract 5719,13.112164,0,14.285714,53.078652,60.249302,41.950583,57.361319,2.094647,46496,11.866502,-16.033553,6.322674,131400,72.226532,6.891176,-5.396589,0.173564,Moderate
1185,26163572000,Census Tract 5720,21.93159,0,6.122449,53.113278,60.249302,41.950583,57.361319,2.84495,62542,13.734393,-21.310778,6.887417,112400,88.620199,15.5094,3.74224,0.166988,Moderate
1186,26163572100,Census Tract 5721,22.494553,5.769231,8.413462,41.724652,60.249302,41.950583,57.361319,4.345878,46888,15.467877,-17.146823,8.860759,116000,81.451613,16.1285,1.566168,0.011082,Moderate
1187,26163572400,Census Tract 5724,50.144092,0,0,47.628083,40.133333,12.821368,68.253359,9.090909,53333,15.59322,-16.75597,11.538462,89800,81.422925,26.4203,-5.731756,-0.251829,Low
1188,26163572500,Census Tract 5725,17.38149,0,0,32.858215,56.424964,24.676738,68.532193,3.669725,36339,28.283898,-10.298336,4.94186,85700,72.171254,16.8362,-5.596684,-0.124115,Low
1189,26163572600,Census Tract 5726,12.681913,6.049822,4.270463,45.766249,40.133333,12.821368,68.253359,5.326033,43068,12.920696,-15.487526,7.801744,91200,82.379293,10.4872,-4.896628,-0.077163,Low
1190,26163572700,Census Tract 5727,6.860707,0,10.775862,43.613707,57.551598,33.012385,63.993289,4.443195,54202,9.909091,-14.955749,8.586118,98600,84.983127,5.446093,-7.203975,0.143932,Moderate
1191,26163572800,Census Tract 5728,6.449327,32.478632,45.014245,44.316969,57.551598,33.012385,63.993289,4.278607,46250,21.568627,-14.50432,16.424116,88600,87.910448,9.084368,-6.921708,-0.307112,Low
1192,26163573000,Census Tract 5730,19.279661,0,0,57.785467,60.249302,41.950583,57.361319,0,76750,7.982833,-21.133793,0,217000,91.638796,12.1126,6.547857,0.476562,High
1193,26163573100,Census Tract 5731,8.075117,0,5.426357,56.736803,60.249302,41.950583,57.361319,0.598802,55609,16.70938,-16.809406,9.621167,206100,62.408516,8.710965,3.708554,0.244444,Moderate
1194,26163573300,Census Tract 5733,51.559741,14.56044,6.318681,47.578632,58.215486,41.171097,64.923975,9.318996,24951,17.361586,-14.605537,6.060606,113600,66.756272,41.6072,3.774287,-0.366048,Low
1195,26163573500,Census Tract 5735,48.406989,5.09915,3.966006,24.067496,58.215486,41.171097,64.923975,9.284333,25417,23.479491,-19.758926,13.905079,79900,32.108317,42.1545,2.093441,-0.600178,Low
1196,26163573600,Census Tract 5736,75.718133,3.1477,14.285714,40.315852,58.215486,41.171097,64.923975,6.392694,18278,12.416965,-20.711951,20.109439,115000,56.73516,63.3202,-4.288903,-0.545483,Low
1197,26163573702,Census Tract 5737.02,62.309793,0,4.417671,44.936522,58.215486,41.171097,64.923975,8.832808,29526,22.336066,-18.626523,15.73631,133000,64.984227,48.5457,3.470942,-0.419458,Low
1198,26163573800,Census Tract 5738,55.11236,0,1.098901,34.852091,58.215486,41.171097,64.923975,7.555556,27057,15.783476,-14.796906,13.294798,88100,68.666667,43.5064,-4.526889,-0.316509,Low
1199,26163573900,Census Tract 5739,50.979354,11.044776,17.61194,48.362529,58.215486,41.171097,64.923975,4.5,30865,18.553459,-17.484507,19.732441,104400,77.25,38.7886,6.420059,-0.343975,Low
1200,26163574000,Census Tract 5740,49.311295,7.847534,19.506726,40.389527,58.215486,41.171097,64.923975,6.358025,25278,24.821611,-14.605537,13.322632,98100,51.790123,40.4783,3.443618,-0.480613,Low
1201,26163574202,Census Tract 5742.02,21.072797,0,0,78.581696,58.215486,41.171097,64.923975,0,75556,5.081157,-12.035706,17.647059,188600,42.03869,7.940631,164.071986,0.378592,High
1202,26163574300,Census Tract 5743,15.336788,8.928571,8.928571,52.20188,58.215486,41.171097,64.923975,1.88195,53114,12.735257,-14.593079,15.105301,100200,49.786142,13.1414,28.072897,0.00314,Moderate
1203,26163574600,Census Tract 5746,4.636678,0,5.025126,80.31426,58.215486,41.171097,64.923975,1.085832,82172,6.730429,-17.327673,3.106212,151600,92.709411,5.080162,0.059484,0.53294,High
1204,26163574700,Census Tract 5747,6.649616,0.858369,14.16309,75.838699,58.215486,41.171097,64.923975,2.21833,82148,8.681214,-17.981466,2.281803,145000,94.804437,4.941599,0.071,0.441287,High
1205,26163574800,Census Tract 5748,1.74954,0,6.52921,89.540904,58.215486,41.171097,64.923975,0.721785,110000,4.664342,-17.327673,3.483217,223500,99.278215,1.682415,-2.745172,0.742081,Very High
1206,26163574900,Census Tract 5749,0,53.225806,19.354839,73.38538,58.215486,41.171097,64.923975,0.479846,52895,11.873638,-17.073931,9.62706,121700,63.915547,5.865273,-5.988941,-0.049501,Low
1207,26163575100,Census Tract 5751,6.511057,0,0,67.305644,58.215486,41.171097,64.923975,0,60000,10.93452,-17.059328,14.24,105800,65.205224,5.350362,-7.782111,0.272883,High
1208,26163575200,Census Tract 5752,1.658768,5.263158,0,54.369919,58.215486,41.171097,64.923975,1.968504,55472,10.110294,-16.915154,3.211758,106100,83.633296,3.917728,-10.017814,0.285578,High
1209,26163575400,Census Tract 5754,2.846975,0,20,65.19567,58.215486,41.171097,64.923975,5.255474,57574,8.272251,-14.996535,6.612134,122200,89.562044,4.998512,-5.290248,0.243257,Moderate
1210,26163575500,Census Tract 5755,3.113325,7.386364,7.386364,63.127148,58.215486,41.171097,64.923975,2.692549,59810,10.768427,-14.761243,6.498829,124900,91.484033,6.516227,-5.206097,0.285936,High
1211,26163575600,Census Tract 5756,0,0,0,74.201898,58.215486,41.171097,64.923975,0.759878,61146,12.928349,-14.697811,9.241379,142300,89.057751,2.727273,-3.534089,0.409049,High
1212,26163576000,Census Tract 5760,13.043478,0,9.230769,50.462963,54.4,28.9,70.218182,0,46097,20.792079,-13.689789,5.256571,134500,85.733157,9.340369,-12.862274,0.128243,Moderate
1213,26163576100,Census Tract 5761,19.625,0,6.356968,47.127255,54.4,28.9,70.218182,6.297872,49261,20.729628,-14.624562,6.560636,105100,87.617021,12.2328,-2.814286,-0.022002,Moderate
1214,26163576300,Census Tract 5763,5,6.451613,16.774194,59.236068,73.65343,37.608602,32.161595,3.559511,62480,17.579909,-13.982527,3.540773,129000,90.211346,3.533712,-1.158505,0.30583,High
1215,26163576400,Census Tract 5764,6.04782,12.440191,12.91866,56.262667,73.65343,37.608602,32.161595,1.955105,54719,8.741259,-13.363241,6.372881,131000,88.559015,6.129227,-7.976398,0.335113,High
1216,26163576500,Census Tract 5765,6.968215,0,11.794872,62.763269,73.65343,37.608602,32.161595,2.820874,68036,7.762557,-11.956624,7.682292,135600,94.640339,5.18907,-2.485891,0.477838,High
1217,26163576600,Census Tract 5766,9.02439,2.314815,15.277778,61.725732,73.65343,37.608602,32.161595,1.465416,58941,10.494363,3.035285,3.778906,130500,86.635404,6.013514,-3.745553,0.5182,High
1218,26163577000,Census Tract 5770,20.426288,0,17.763158,34.187192,46.303395,17.280909,75.005675,6.010929,31320,15.776816,-14.414248,6.153846,81400,49.726776,19.7978,2.008964,-0.3131,Low
1219,26163577100,Census Tract 5771,49.089069,0,25.806452,29.555556,46.303395,17.280909,75.005675,7.379376,30491,15.323295,-13.409276,14.065041,79800,60.927152,31.1714,-4.528134,-0.484148,Low
1220,26163577200,Census Tract 5772,29.60644,25.868726,3.861004,29.565217,46.303395,17.280909,75.005675,10.325203,35575,11.376858,-13.587392,6.25,83800,78.211382,23.918,-12.503874,-0.385083,Low
1221,26163577300,Census Tract 5773,12.87478,28.899083,0,41.630277,46.303395,17.280909,75.005675,4.782609,44907,16.229624,-11.865359,6.882591,85000,76.26087,10.9078,-9.352513,-0.176735,Low
1222,26163577500,Census Tract 5775,15.950069,8.235294,8.235294,34.977578,46.303395,17.280909,75.005675,3.846154,49318,9.36255,-14.319861,9.259259,86200,87.755102,12.4287,-6.280119,-0.047003,Low
1223,26163577600,Census Tract 5776,20,6.951872,6.684492,48.946764,46.303395,17.280909,75.005675,5.878332,53005,9.30824,-14.319861,3.112583,92800,80.724539,11.9441,-6.925579,-0.010388,Moderate
1224,26163577700,Census Tract 5777,10.622711,0,0,47.396768,46.303395,17.280909,75.005675,0,50500,7.062877,1.958117,8.93796,104800,85.91224,6.05042,-1.3914,0.31025,High
1225,26163577800,Census Tract 5778,28.725869,2.616279,15.988372,36.708861,46.303395,17.280909,75.005675,4.642058,47688,13.657704,-10.856546,11.08901,90100,85.738255,16.9523,-1.77056,-0.126499,Low
1226,26163578000,Census Tract 5780,22.644928,0,0,48.569826,46.303395,17.280909,75.005675,1.42315,44847,26.692607,1.958117,7.381371,96200,63.092979,21.3573,-1.787085,-0.026346,Moderate
1227,26163578500,Census Tract 5785,19.492868,1.075269,0,45.592509,54.4,28.9,70.218182,3.539823,39621,14.734951,-15.966954,14.81153,78800,76.99115,13.9251,3.506999,-0.041433,Low
1228,26163578600,Census Tract 5786,21.234568,12.691466,29.978118,36.994374,54.4,28.9,70.218182,6.495802,31565,17.585808,-14.578181,13.559969,78600,54.175873,21.8356,-3.416194,-0.411546,Low
1229,26163579200,Census Tract 5792,50.321543,28.169014,31.455399,31.051109,23.2,3.6,91.248861,6.307822,27377,30.014225,-32.67957,26.332094,54100,60.639193,34.3478,-18.883935,-1.11435,Very Low
1230,26163579300,Census Tract 5793,66.666667,0,19.6875,39.165701,23.2,3.6,91.248861,12.52588,22656,30.154639,-32.67957,16.435986,66200,57.763975,47.1601,-11.550792,-1.065577,Very Low
1231,26163579500,Census Tract 5795,41.513292,28.695652,12.173913,29.250457,38.043478,7.623913,90.365112,0,28924,32.120253,-14.976069,40.360767,63400,62.570888,40.6006,-40.01508,-0.829626,Very Low
1232,26163579600,Census Tract 5796,55.788514,1.298701,29.220779,39.380128,38.043478,7.623913,90.365112,5.476529,36719,25.501037,-14.414248,15.045317,65700,59.103841,34.958,-16.501977,-0.634232,Low
1233,26163579700,Census Tract 5797,42.857143,10.169492,33.898305,21.60414,38.043478,7.623913,90.365112,1.154734,26918,26.237288,-22.080254,14.595661,65100,56.428022,29.9447,-15.030184,-0.719247,Very Low
1234,26163579900,Census Tract 5799,24.907407,0,23.93617,74.780702,58.215486,41.171097,64.923975,2.854007,69671,11.859583,-16.761751,10.730034,247800,57.080132,19.1031,16.467106,0.173338,Moderate
1235,26163580100,Census Tract 5801,2.375297,0,0,41.916168,65.87108,41.689583,50.873701,1.698754,53780,5.819158,5.314735,11.788212,104800,70.101925,9.025097,-15.250864,0.42228,High
1236,26163580200,Census Tract 5802,7.142857,0,28.571429,48.390342,65.87108,41.689583,50.873701,3.355079,55382,12.663755,1.958117,11.395541,104200,77.539609,6.01476,-11.261738,0.250013,Moderate
1237,26163580400,Census Tract 5804,4.059041,4.458599,10.828025,53.257943,65.87108,41.689583,50.873701,1.115242,54375,7.724138,-15.811763,6.026201,105100,89.126394,5.393088,-3.476831,0.325076,High
1238,26163580500,Census Tract 5805,12.300319,7.692308,25.961538,59.218892,65.87108,41.689583,50.873701,1.245136,52306,13.718897,-14.531849,3.6009,120000,89.805447,7.979071,-4.501602,0.216826,Moderate
1239,26163580700,Census Tract 5807,19.865772,7.027027,19.459459,44.118725,65.87108,41.689583,50.873701,1.922021,30342,13.786008,-13.624667,8.584337,113000,47.391543,18.1213,-8.406996,-0.060878,Low
1240,26163580800,Census Tract 5808,2.279202,0,0,51.989839,65.87108,41.689583,50.873701,0.456621,70863,9.136048,-13.272541,13.095238,156700,78.234399,7.209302,-13.102629,0.422762,High
1241,26163581100,Census Tract 5811,2.831143,5.833333,19.166667,57.063712,76.222029,35.747674,43.221404,2.650602,53565,13.431542,-12.604987,10.65662,149500,52.951807,6.165026,-0.656132,0.187155,Moderate
1242,26163581500,Census Tract 5815,3.389831,0,14.482759,49.611399,76.222029,35.747674,43.221404,1.454139,56042,13.828868,-13.295606,8.868502,104100,91.610738,10.7438,-6.507717,0.291829,High
1243,26163581600,Census Tract 5816,7.89916,4.43038,6.329114,53.48608,76.222029,35.747674,43.221404,1.749715,44312,8.163265,-13.295606,3.805342,125500,60.47927,8.058608,14.068918,0.274822,High
1244,26163581800,Census Tract 5818,8.971963,8.208955,0,46.375991,76.222029,35.747674,43.221404,5.086372,39837,8.16,-30.571744,8.756567,101000,91.746641,6.938937,-6.588378,0.104189,Moderate
1245,26163581900,Census Tract 5819,5.025868,4.918033,10.10929,46.22446,76.222029,35.747674,43.221404,3.308026,56011,13.452065,-32.753258,4.899433,106200,90.130152,6.535071,-4.125807,0.135927,Moderate
1246,26163582100,Census Tract 5821,14.994233,0,22.839506,48.563969,76.222029,35.747674,43.221404,1.167315,46184,10.443723,-12.400722,4.756022,118900,89.623865,8.339931,-6.994213,0.274124,High
1247,26163583000,Census Tract 5830,27.875244,48.75,31.25,38.842975,56.424964,24.676738,68.532193,0,55387,15.629322,-15.04527,15.534884,94400,73.348018,19.3703,-9.189811,-0.348016,Low
1248,26163583100,Census Tract 5831,20.79646,0,32.835821,34.346505,56.424964,24.676738,68.532193,1.192843,34428,18.486172,-12.574368,6.331471,74700,70.444003,22.1719,-8.417821,-0.187546,Low
1249,26163583300,Census Tract 5833,20.879121,8.214286,13.571429,34.3361,56.424964,24.676738,68.532193,1.59204,44375,12.462236,-15.783354,3.458213,88500,85.174129,16.6606,-8.492558,-0.027053,Moderate
1250,26163583400,Census Tract 5834,31.144916,5.594406,4.895105,39.18429,56.424964,24.676738,68.532193,4.202586,43993,16.931919,-13.821742,10.251451,92300,76.616379,15.7706,-5.802934,-0.10463,Low
1251,26163583600,Census Tract 5836,16.757741,8.888889,8.888889,40.700961,56.424964,24.676738,68.532193,4.188482,53218,19.677171,-15.944317,8.787011,97600,87.434555,13.6809,-6.759225,-0.06872,Low
1252,26163583700,Census Tract 5837,10.273973,4.530744,40.453074,39.453898,56.424964,24.676738,68.532193,3.03244,48488,18.712086,-18.707212,5.087015,111000,83.638928,12.6044,3.571789,-0.141558,Low
1253,26163583800,Census Tract 5838,7.479862,0,5.806452,47.662452,56.424964,24.676738,68.532193,2.296337,59769,11.249463,-21.054658,4.240838,132500,67.468562,5.636245,-3.002688,0.137917,Moderate
1254,26163584000,Census Tract 5840,38.700823,9.433962,26.415094,49.773071,56.424964,24.676738,68.532193,4.078947,49360,18.082902,-8.108108,9.361956,113300,62.302632,20.7746,-2.155144,-0.176861,Low
1255,26163584100,Census Tract 5841,17.582418,0,9.52381,40.17438,56.424964,24.676738,68.532193,2.845528,46750,13.410405,-12.016429,2.251656,107700,96.476965,9.168901,-14.193551,0.123504,Moderate
1256,26163584200,Census Tract 5842,52.735739,32.857143,25.238095,38.665562,56.424964,24.676738,68.532193,9.423605,36821,28.209765,-12.20893,17.322239,118000,53.339433,30.606,3.985351,-0.687044,Very Low
1257,26163584400,Census Tract 5844,26.461538,6.25,10.416667,39.981404,56.424964,24.676738,68.532193,1.65426,39067,11.866581,-20.185688,9.8434,116000,57.402812,13.7202,4.423114,-0.12061,Low
